ID,dim::criterion,dim::rating,res::rating_code,dim::model,dim::worker_lang,dim::dataset,dim::article_id,desc::gem_id,desc::summary
seahorse-01048,repetition,Yes,1,reference,de,wiki_lingua_german_de,art-fe5439a2,wiki_lingua_german_de-val-4104,"Lade eine Package-Datei herunter. Öffne ein Terminal. Verwende cd, um das Verzeichnis der heruntergeladenen Datei einzugeben. Führe sudo dpkg –i packageName aus."
seahorse-01049,grammar,No,0,reference,de,wiki_lingua_german_de,art-fe5439a2,wiki_lingua_german_de-val-4104,"Lade eine Package-Datei herunter. Öffne ein Terminal. Verwende cd, um das Verzeichnis der heruntergeladenen Datei einzugeben. Führe sudo dpkg –i packageName aus."
seahorse-01050,attribution,No,0,reference,de,wiki_lingua_german_de,art-fe5439a2,wiki_lingua_german_de-val-4104,"Lade eine Package-Datei herunter. Öffne ein Terminal. Verwende cd, um das Verzeichnis der heruntergeladenen Datei einzugeben. Führe sudo dpkg –i packageName aus."
seahorse-01051,main_ideas,Yes,1,reference,de,wiki_lingua_german_de,art-fe5439a2,wiki_lingua_german_de-val-4104,"Lade eine Package-Datei herunter. Öffne ein Terminal. Verwende cd, um das Verzeichnis der heruntergeladenen Datei einzugeben. Führe sudo dpkg –i packageName aus."
seahorse-01052,conciseness,No,0,reference,de,wiki_lingua_german_de,art-fe5439a2,wiki_lingua_german_de-val-4104,"Lade eine Package-Datei herunter. Öffne ein Terminal. Verwende cd, um das Verzeichnis der heruntergeladenen Datei einzugeben. Führe sudo dpkg –i packageName aus."
seahorse-01053,comprehensibility,Yes,1,reference,de,wiki_lingua_german_de,art-b6770696,wiki_lingua_german_de-val-3006,"Öffne die iMovie-App. Tippe den Projekte-Tab an. Tippe ein Projekt an, um es zu öffnen. Tippe den runden Bearbeiten-Button an. Wähle den Ort aus, um das Bild einzufügen. Tippe + an. Tippe weiter oben auf dem Bildschirm Fotos an. Tippe den Ort des Bildes an. Tippe ein Bild an."
seahorse-01054,repetition,Yes,1,reference,de,wiki_lingua_german_de,art-b6770696,wiki_lingua_german_de-val-3006,"Öffne die iMovie-App. Tippe den Projekte-Tab an. Tippe ein Projekt an, um es zu öffnen. Tippe den runden Bearbeiten-Button an. Wähle den Ort aus, um das Bild einzufügen. Tippe + an. Tippe weiter oben auf dem Bildschirm Fotos an. Tippe den Ort des Bildes an. Tippe ein Bild an."
seahorse-01055,grammar,Yes,1,reference,de,wiki_lingua_german_de,art-b6770696,wiki_lingua_german_de-val-3006,"Öffne die iMovie-App. Tippe den Projekte-Tab an. Tippe ein Projekt an, um es zu öffnen. Tippe den runden Bearbeiten-Button an. Wähle den Ort aus, um das Bild einzufügen. Tippe + an. Tippe weiter oben auf dem Bildschirm Fotos an. Tippe den Ort des Bildes an. Tippe ein Bild an."
seahorse-01056,attribution,No,0,reference,de,wiki_lingua_german_de,art-b6770696,wiki_lingua_german_de-val-3006,"Öffne die iMovie-App. Tippe den Projekte-Tab an. Tippe ein Projekt an, um es zu öffnen. Tippe den runden Bearbeiten-Button an. Wähle den Ort aus, um das Bild einzufügen. Tippe + an. Tippe weiter oben auf dem Bildschirm Fotos an. Tippe den Ort des Bildes an. Tippe ein Bild an."
seahorse-01057,main_ideas,Yes,1,reference,de,wiki_lingua_german_de,art-b6770696,wiki_lingua_german_de-val-3006,"Öffne die iMovie-App. Tippe den Projekte-Tab an. Tippe ein Projekt an, um es zu öffnen. Tippe den runden Bearbeiten-Button an. Wähle den Ort aus, um das Bild einzufügen. Tippe + an. Tippe weiter oben auf dem Bildschirm Fotos an. Tippe den Ort des Bildes an. Tippe ein Bild an."
seahorse-01058,conciseness,No,0,reference,de,wiki_lingua_german_de,art-b6770696,wiki_lingua_german_de-val-3006,"Öffne die iMovie-App. Tippe den Projekte-Tab an. Tippe ein Projekt an, um es zu öffnen. Tippe den runden Bearbeiten-Button an. Wähle den Ort aus, um das Bild einzufügen. Tippe + an. Tippe weiter oben auf dem Bildschirm Fotos an. Tippe den Ort des Bildes an. Tippe ein Bild an."
seahorse-01059,comprehensibility,Yes,1,reference,es-ES,xlsum_spanish,art-1a2e545f,xlsum_spanish-validation-3657,"Doce días en el fondo del mar, una explosión, un largo silencio."
seahorse-01060,repetition,Yes,1,reference,es-ES,xlsum_spanish,art-1a2e545f,xlsum_spanish-validation-3657,"Doce días en el fondo del mar, una explosión, un largo silencio."
seahorse-01061,grammar,Yes,1,reference,es-ES,xlsum_spanish,art-1a2e545f,xlsum_spanish-validation-3657,"Doce días en el fondo del mar, una explosión, un largo silencio."
seahorse-01062,attribution,Yes,1,reference,es-ES,xlsum_spanish,art-1a2e545f,xlsum_spanish-validation-3657,"Doce días en el fondo del mar, una explosión, un largo silencio."
seahorse-01063,main_ideas,Yes,1,reference,es-ES,xlsum_spanish,art-1a2e545f,xlsum_spanish-validation-3657,"Doce días en el fondo del mar, una explosión, un largo silencio."
seahorse-01064,conciseness,Yes,1,reference,es-ES,xlsum_spanish,art-1a2e545f,xlsum_spanish-validation-3657,"Doce días en el fondo del mar, una explosión, un largo silencio."
seahorse-01065,comprehensibility,Yes,1,reference,es-ES,mlsum_es,art-871fea16,mlsum_es-validation-4572,La comunidad germanófona de Bélgica adopta un sistema permanente de consulta a los ciudadanos basado en el sorteo
seahorse-01066,repetition,Yes,1,reference,es-ES,mlsum_es,art-871fea16,mlsum_es-validation-4572,La comunidad germanófona de Bélgica adopta un sistema permanente de consulta a los ciudadanos basado en el sorteo
seahorse-01067,grammar,Yes,1,reference,es-ES,mlsum_es,art-871fea16,mlsum_es-validation-4572,La comunidad germanófona de Bélgica adopta un sistema permanente de consulta a los ciudadanos basado en el sorteo
seahorse-01068,attribution,Yes,1,reference,es-ES,mlsum_es,art-871fea16,mlsum_es-validation-4572,La comunidad germanófona de Bélgica adopta un sistema permanente de consulta a los ciudadanos basado en el sorteo
seahorse-01069,main_ideas,No,0,reference,es-ES,mlsum_es,art-871fea16,mlsum_es-validation-4572,La comunidad germanófona de Bélgica adopta un sistema permanente de consulta a los ciudadanos basado en el sorteo
seahorse-01070,conciseness,No,0,reference,es-ES,mlsum_es,art-871fea16,mlsum_es-validation-4572,La comunidad germanófona de Bélgica adopta un sistema permanente de consulta a los ciudadanos basado en el sorteo
seahorse-01071,comprehensibility,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-0951cd14,wiki_lingua_spanish_es-val-7343,Pregúntale si es soltero. Dile directamente cómo te sientes. Invítale a salir. Envíale tus sentimientos por mensaje de texto. Dile lo que sientes a uno de sus amigos y deja que este entregue el mensaje.
seahorse-01072,repetition,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-0951cd14,wiki_lingua_spanish_es-val-7343,Pregúntale si es soltero. Dile directamente cómo te sientes. Invítale a salir. Envíale tus sentimientos por mensaje de texto. Dile lo que sientes a uno de sus amigos y deja que este entregue el mensaje.
seahorse-01073,grammar,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-0951cd14,wiki_lingua_spanish_es-val-7343,Pregúntale si es soltero. Dile directamente cómo te sientes. Invítale a salir. Envíale tus sentimientos por mensaje de texto. Dile lo que sientes a uno de sus amigos y deja que este entregue el mensaje.
seahorse-01074,attribution,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-0951cd14,wiki_lingua_spanish_es-val-7343,Pregúntale si es soltero. Dile directamente cómo te sientes. Invítale a salir. Envíale tus sentimientos por mensaje de texto. Dile lo que sientes a uno de sus amigos y deja que este entregue el mensaje.
seahorse-01075,main_ideas,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-0951cd14,wiki_lingua_spanish_es-val-7343,Pregúntale si es soltero. Dile directamente cómo te sientes. Invítale a salir. Envíale tus sentimientos por mensaje de texto. Dile lo que sientes a uno de sus amigos y deja que este entregue el mensaje.
seahorse-01076,conciseness,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-0951cd14,wiki_lingua_spanish_es-val-7343,Pregúntale si es soltero. Dile directamente cómo te sientes. Invítale a salir. Envíale tus sentimientos por mensaje de texto. Dile lo que sientes a uno de sus amigos y deja que este entregue el mensaje.
seahorse-01077,comprehensibility,Yes,1,reference,ru,xlsum_russian,art-2d1813d8,xlsum_russian-validation-1633,"Министры иностранных дел России и Украины Сергей Лавров и Павел Климкин встретились в Вене. Это первая такая встреча с 2014 года, когда был аннексирован Крым и начались боевые действия на востоке Украины, за которыми последовали западные санкции против России."
seahorse-01078,repetition,Yes,1,reference,ru,xlsum_russian,art-2d1813d8,xlsum_russian-validation-1633,"Министры иностранных дел России и Украины Сергей Лавров и Павел Климкин встретились в Вене. Это первая такая встреча с 2014 года, когда был аннексирован Крым и начались боевые действия на востоке Украины, за которыми последовали западные санкции против России."
seahorse-01079,grammar,Yes,1,reference,ru,xlsum_russian,art-2d1813d8,xlsum_russian-validation-1633,"Министры иностранных дел России и Украины Сергей Лавров и Павел Климкин встретились в Вене. Это первая такая встреча с 2014 года, когда был аннексирован Крым и начались боевые действия на востоке Украины, за которыми последовали западные санкции против России."
seahorse-01080,attribution,No,0,reference,ru,xlsum_russian,art-2d1813d8,xlsum_russian-validation-1633,"Министры иностранных дел России и Украины Сергей Лавров и Павел Климкин встретились в Вене. Это первая такая встреча с 2014 года, когда был аннексирован Крым и начались боевые действия на востоке Украины, за которыми последовали западные санкции против России."
seahorse-01081,main_ideas,Yes,1,reference,ru,xlsum_russian,art-2d1813d8,xlsum_russian-validation-1633,"Министры иностранных дел России и Украины Сергей Лавров и Павел Климкин встретились в Вене. Это первая такая встреча с 2014 года, когда был аннексирован Крым и начались боевые действия на востоке Украины, за которыми последовали западные санкции против России."
seahorse-01082,conciseness,No,0,reference,ru,xlsum_russian,art-2d1813d8,xlsum_russian-validation-1633,"Министры иностранных дел России и Украины Сергей Лавров и Павел Климкин встретились в Вене. Это первая такая встреча с 2014 года, когда был аннексирован Крым и начались боевые действия на востоке Украины, за которыми последовали западные санкции против России."
seahorse-01083,comprehensibility,Yes,1,reference,ru,wiki_lingua_russian_ru,art-e3e11d4d,wiki_lingua_russian_ru-val-2427,"Выберите один преобладающий цвет, чтобы придать комнате конкретный характер. Выберите 2–3 цвета для создания акцентов, которые придадут комнате разнообразие. Используйте несколько оттенков одного и того же цвета, чтобы добиться разнообразия. Покрасьте конструктивные элементы комнаты в отличающийся цвет. Используйте цвета красок, которые хорошо сочетаются с мебелью и декором. Приобретите пробники краски, чтобы протестировать их непосредственно на стенах."
seahorse-01084,repetition,Yes,1,reference,ru,wiki_lingua_russian_ru,art-e3e11d4d,wiki_lingua_russian_ru-val-2427,"Выберите один преобладающий цвет, чтобы придать комнате конкретный характер. Выберите 2–3 цвета для создания акцентов, которые придадут комнате разнообразие. Используйте несколько оттенков одного и того же цвета, чтобы добиться разнообразия. Покрасьте конструктивные элементы комнаты в отличающийся цвет. Используйте цвета красок, которые хорошо сочетаются с мебелью и декором. Приобретите пробники краски, чтобы протестировать их непосредственно на стенах."
seahorse-01085,grammar,Yes,1,reference,ru,wiki_lingua_russian_ru,art-e3e11d4d,wiki_lingua_russian_ru-val-2427,"Выберите один преобладающий цвет, чтобы придать комнате конкретный характер. Выберите 2–3 цвета для создания акцентов, которые придадут комнате разнообразие. Используйте несколько оттенков одного и того же цвета, чтобы добиться разнообразия. Покрасьте конструктивные элементы комнаты в отличающийся цвет. Используйте цвета красок, которые хорошо сочетаются с мебелью и декором. Приобретите пробники краски, чтобы протестировать их непосредственно на стенах."
seahorse-01086,attribution,Yes,1,reference,ru,wiki_lingua_russian_ru,art-e3e11d4d,wiki_lingua_russian_ru-val-2427,"Выберите один преобладающий цвет, чтобы придать комнате конкретный характер. Выберите 2–3 цвета для создания акцентов, которые придадут комнате разнообразие. Используйте несколько оттенков одного и того же цвета, чтобы добиться разнообразия. Покрасьте конструктивные элементы комнаты в отличающийся цвет. Используйте цвета красок, которые хорошо сочетаются с мебелью и декором. Приобретите пробники краски, чтобы протестировать их непосредственно на стенах."
seahorse-01087,main_ideas,Yes,1,reference,ru,wiki_lingua_russian_ru,art-e3e11d4d,wiki_lingua_russian_ru-val-2427,"Выберите один преобладающий цвет, чтобы придать комнате конкретный характер. Выберите 2–3 цвета для создания акцентов, которые придадут комнате разнообразие. Используйте несколько оттенков одного и того же цвета, чтобы добиться разнообразия. Покрасьте конструктивные элементы комнаты в отличающийся цвет. Используйте цвета красок, которые хорошо сочетаются с мебелью и декором. Приобретите пробники краски, чтобы протестировать их непосредственно на стенах."
seahorse-01088,conciseness,Yes,1,reference,ru,wiki_lingua_russian_ru,art-e3e11d4d,wiki_lingua_russian_ru-val-2427,"Выберите один преобладающий цвет, чтобы придать комнате конкретный характер. Выберите 2–3 цвета для создания акцентов, которые придадут комнате разнообразие. Используйте несколько оттенков одного и того же цвета, чтобы добиться разнообразия. Покрасьте конструктивные элементы комнаты в отличающийся цвет. Используйте цвета красок, которые хорошо сочетаются с мебелью и декором. Приобретите пробники краски, чтобы протестировать их непосредственно на стенах."
seahorse-01089,comprehensibility,Yes,1,reference,ru,xlsum_russian,art-02178d80,xlsum_russian-validation-1361,"Google меняет свои поисковые алгоритмы - отныне поисковик будет отдавать предпочтение сайтам, которые хорошо работают на мобильных устройствах."
seahorse-01090,repetition,Yes,1,reference,ru,xlsum_russian,art-02178d80,xlsum_russian-validation-1361,"Google меняет свои поисковые алгоритмы - отныне поисковик будет отдавать предпочтение сайтам, которые хорошо работают на мобильных устройствах."
seahorse-01091,grammar,Yes,1,reference,ru,xlsum_russian,art-02178d80,xlsum_russian-validation-1361,"Google меняет свои поисковые алгоритмы - отныне поисковик будет отдавать предпочтение сайтам, которые хорошо работают на мобильных устройствах."
seahorse-01092,attribution,Yes,1,reference,ru,xlsum_russian,art-02178d80,xlsum_russian-validation-1361,"Google меняет свои поисковые алгоритмы - отныне поисковик будет отдавать предпочтение сайтам, которые хорошо работают на мобильных устройствах."
seahorse-01093,main_ideas,Yes,1,reference,ru,xlsum_russian,art-02178d80,xlsum_russian-validation-1361,"Google меняет свои поисковые алгоритмы - отныне поисковик будет отдавать предпочтение сайтам, которые хорошо работают на мобильных устройствах."
seahorse-01094,conciseness,Yes,1,reference,ru,xlsum_russian,art-02178d80,xlsum_russian-validation-1361,"Google меняет свои поисковые алгоритмы - отныне поисковик будет отдавать предпочтение сайтам, которые хорошо работают на мобильных устройствах."
seahorse-01095,comprehensibility,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-801df35a,wiki_lingua_turkish_tr-val-251,Spazmı neyin tetiklediğini bul. Stresi ve gerginliği azaltmak için masaj terapisini dene. Resmi bir teşhis için aile hekimine muayene ol. Kas yaralanmaları için fizyoterapiye başvur. Omurga problemleri için bir kayroprakti uzmanına git. Nörolojik problemler olmadığından emin ol.
seahorse-01096,repetition,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-801df35a,wiki_lingua_turkish_tr-val-251,Spazmı neyin tetiklediğini bul. Stresi ve gerginliği azaltmak için masaj terapisini dene. Resmi bir teşhis için aile hekimine muayene ol. Kas yaralanmaları için fizyoterapiye başvur. Omurga problemleri için bir kayroprakti uzmanına git. Nörolojik problemler olmadığından emin ol.
seahorse-01097,grammar,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-801df35a,wiki_lingua_turkish_tr-val-251,Spazmı neyin tetiklediğini bul. Stresi ve gerginliği azaltmak için masaj terapisini dene. Resmi bir teşhis için aile hekimine muayene ol. Kas yaralanmaları için fizyoterapiye başvur. Omurga problemleri için bir kayroprakti uzmanına git. Nörolojik problemler olmadığından emin ol.
seahorse-01098,attribution,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-801df35a,wiki_lingua_turkish_tr-val-251,Spazmı neyin tetiklediğini bul. Stresi ve gerginliği azaltmak için masaj terapisini dene. Resmi bir teşhis için aile hekimine muayene ol. Kas yaralanmaları için fizyoterapiye başvur. Omurga problemleri için bir kayroprakti uzmanına git. Nörolojik problemler olmadığından emin ol.
seahorse-01099,main_ideas,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-801df35a,wiki_lingua_turkish_tr-val-251,Spazmı neyin tetiklediğini bul. Stresi ve gerginliği azaltmak için masaj terapisini dene. Resmi bir teşhis için aile hekimine muayene ol. Kas yaralanmaları için fizyoterapiye başvur. Omurga problemleri için bir kayroprakti uzmanına git. Nörolojik problemler olmadığından emin ol.
seahorse-01100,conciseness,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-801df35a,wiki_lingua_turkish_tr-val-251,Spazmı neyin tetiklediğini bul. Stresi ve gerginliği azaltmak için masaj terapisini dene. Resmi bir teşhis için aile hekimine muayene ol. Kas yaralanmaları için fizyoterapiye başvur. Omurga problemleri için bir kayroprakti uzmanına git. Nörolojik problemler olmadığından emin ol.
seahorse-01101,comprehensibility,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-819ac0cc,wiki_lingua_turkish_tr-val-325,"Sık sık su iç. Üstüne serin su sık. Kumaş bir mendili dondur ve yanağına, alnına, kol ve bacaklarına koy. Bileklerine soğuk su tut. Saçlarını ıslat. Küvete serin su doldurup içine gir. Yüzmeye git."
seahorse-01102,repetition,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-819ac0cc,wiki_lingua_turkish_tr-val-325,"Sık sık su iç. Üstüne serin su sık. Kumaş bir mendili dondur ve yanağına, alnına, kol ve bacaklarına koy. Bileklerine soğuk su tut. Saçlarını ıslat. Küvete serin su doldurup içine gir. Yüzmeye git."
seahorse-01103,grammar,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-819ac0cc,wiki_lingua_turkish_tr-val-325,"Sık sık su iç. Üstüne serin su sık. Kumaş bir mendili dondur ve yanağına, alnına, kol ve bacaklarına koy. Bileklerine soğuk su tut. Saçlarını ıslat. Küvete serin su doldurup içine gir. Yüzmeye git."
seahorse-01104,attribution,No,0,reference,tr,wiki_lingua_turkish_tr,art-819ac0cc,wiki_lingua_turkish_tr-val-325,"Sık sık su iç. Üstüne serin su sık. Kumaş bir mendili dondur ve yanağına, alnına, kol ve bacaklarına koy. Bileklerine soğuk su tut. Saçlarını ıslat. Küvete serin su doldurup içine gir. Yüzmeye git."
seahorse-01105,main_ideas,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-819ac0cc,wiki_lingua_turkish_tr-val-325,"Sık sık su iç. Üstüne serin su sık. Kumaş bir mendili dondur ve yanağına, alnına, kol ve bacaklarına koy. Bileklerine soğuk su tut. Saçlarını ıslat. Küvete serin su doldurup içine gir. Yüzmeye git."
seahorse-01106,conciseness,No,0,reference,tr,wiki_lingua_turkish_tr,art-819ac0cc,wiki_lingua_turkish_tr-val-325,"Sık sık su iç. Üstüne serin su sık. Kumaş bir mendili dondur ve yanağına, alnına, kol ve bacaklarına koy. Bileklerine soğuk su tut. Saçlarını ıslat. Küvete serin su doldurup içine gir. Yüzmeye git."
seahorse-01107,comprehensibility,Yes,1,reference,tr,xlsum_turkish,art-7ed4d41c,xlsum_turkish-validation-1430,"Birleşmiş Milletler'den bir uzman, geçen ay Suriye'nin kuzeyinde bir yardım konvoyuna yönelik düzenlenen saldırı ardından çekilen uydu fotoğraflarının analizinin, saldırının havadan gerçekleştirildiğini ortaya koyduğunu söyledi."
seahorse-01108,repetition,Yes,1,reference,tr,xlsum_turkish,art-7ed4d41c,xlsum_turkish-validation-1430,"Birleşmiş Milletler'den bir uzman, geçen ay Suriye'nin kuzeyinde bir yardım konvoyuna yönelik düzenlenen saldırı ardından çekilen uydu fotoğraflarının analizinin, saldırının havadan gerçekleştirildiğini ortaya koyduğunu söyledi."
seahorse-01109,grammar,Yes,1,reference,tr,xlsum_turkish,art-7ed4d41c,xlsum_turkish-validation-1430,"Birleşmiş Milletler'den bir uzman, geçen ay Suriye'nin kuzeyinde bir yardım konvoyuna yönelik düzenlenen saldırı ardından çekilen uydu fotoğraflarının analizinin, saldırının havadan gerçekleştirildiğini ortaya koyduğunu söyledi."
seahorse-01110,attribution,Yes,1,reference,tr,xlsum_turkish,art-7ed4d41c,xlsum_turkish-validation-1430,"Birleşmiş Milletler'den bir uzman, geçen ay Suriye'nin kuzeyinde bir yardım konvoyuna yönelik düzenlenen saldırı ardından çekilen uydu fotoğraflarının analizinin, saldırının havadan gerçekleştirildiğini ortaya koyduğunu söyledi."
seahorse-01111,main_ideas,Yes,1,reference,tr,xlsum_turkish,art-7ed4d41c,xlsum_turkish-validation-1430,"Birleşmiş Milletler'den bir uzman, geçen ay Suriye'nin kuzeyinde bir yardım konvoyuna yönelik düzenlenen saldırı ardından çekilen uydu fotoğraflarının analizinin, saldırının havadan gerçekleştirildiğini ortaya koyduğunu söyledi."
seahorse-01112,conciseness,Yes,1,reference,tr,xlsum_turkish,art-7ed4d41c,xlsum_turkish-validation-1430,"Birleşmiş Milletler'den bir uzman, geçen ay Suriye'nin kuzeyinde bir yardım konvoyuna yönelik düzenlenen saldırı ardından çekilen uydu fotoğraflarının analizinin, saldırının havadan gerçekleştirildiğini ortaya koyduğunu söyledi."
seahorse-01113,comprehensibility,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-c1085ddf,wiki_lingua_turkish_tr-val-249,"""Dosya"" sekmesine tıkla ve ""Bilgi"" seçeneğini seç. ""Hesap Ayarları'na"" tıklayıp ardından ""Hesap Ayarları"" seçeneğini seç. ""Veri Dosyası"" sekmesine tıkla. ""Outlook Veri Dosyası'nı"" seç ve ""Ayarlar"" seçeneğine tıkla. ""Şifreyi Değiştir"" butonuna tıkla. Eski şifreni girip yeni bir şifre oluştur."
seahorse-01114,repetition,Yes,1,reference,tr,wiki_lingua_turkish_tr,art-c1085ddf,wiki_lingua_turkish_tr-val-249,"""Dosya"" sekmesine tıkla ve ""Bilgi"" seçeneğini seç. ""Hesap Ayarları'na"" tıklayıp ardından ""Hesap Ayarları"" seçeneğini seç. ""Veri Dosyası"" sekmesine tıkla. ""Outlook Veri Dosyası'nı"" seç ve ""Ayarlar"" seçeneğine tıkla. ""Şifreyi Değiştir"" butonuna tıkla. Eski şifreni girip yeni bir şifre oluştur."
seahorse-01115,grammar,No,0,reference,tr,wiki_lingua_turkish_tr,art-c1085ddf,wiki_lingua_turkish_tr-val-249,"""Dosya"" sekmesine tıkla ve ""Bilgi"" seçeneğini seç. ""Hesap Ayarları'na"" tıklayıp ardından ""Hesap Ayarları"" seçeneğini seç. ""Veri Dosyası"" sekmesine tıkla. ""Outlook Veri Dosyası'nı"" seç ve ""Ayarlar"" seçeneğine tıkla. ""Şifreyi Değiştir"" butonuna tıkla. Eski şifreni girip yeni bir şifre oluştur."
seahorse-01116,attribution,No,0,reference,tr,wiki_lingua_turkish_tr,art-c1085ddf,wiki_lingua_turkish_tr-val-249,"""Dosya"" sekmesine tıkla ve ""Bilgi"" seçeneğini seç. ""Hesap Ayarları'na"" tıklayıp ardından ""Hesap Ayarları"" seçeneğini seç. ""Veri Dosyası"" sekmesine tıkla. ""Outlook Veri Dosyası'nı"" seç ve ""Ayarlar"" seçeneğine tıkla. ""Şifreyi Değiştir"" butonuna tıkla. Eski şifreni girip yeni bir şifre oluştur."
seahorse-01117,main_ideas,No,0,reference,tr,wiki_lingua_turkish_tr,art-c1085ddf,wiki_lingua_turkish_tr-val-249,"""Dosya"" sekmesine tıkla ve ""Bilgi"" seçeneğini seç. ""Hesap Ayarları'na"" tıklayıp ardından ""Hesap Ayarları"" seçeneğini seç. ""Veri Dosyası"" sekmesine tıkla. ""Outlook Veri Dosyası'nı"" seç ve ""Ayarlar"" seçeneğine tıkla. ""Şifreyi Değiştir"" butonuna tıkla. Eski şifreni girip yeni bir şifre oluştur."
seahorse-01118,conciseness,No,0,reference,tr,wiki_lingua_turkish_tr,art-c1085ddf,wiki_lingua_turkish_tr-val-249,"""Dosya"" sekmesine tıkla ve ""Bilgi"" seçeneğini seç. ""Hesap Ayarları'na"" tıklayıp ardından ""Hesap Ayarları"" seçeneğini seç. ""Veri Dosyası"" sekmesine tıkla. ""Outlook Veri Dosyası'nı"" seç ve ""Ayarlar"" seçeneğine tıkla. ""Şifreyi Değiştir"" butonuna tıkla. Eski şifreni girip yeni bir şifre oluştur."
seahorse-01119,comprehensibility,Yes,1,reference,vi,wiki_lingua_vietnamese_vi,art-4820f470,wiki_lingua_vietnamese_vi-val-1312,Truy cập vào trang web https://www.paypal.com bằng trình duyệt. Đăng nhập vào PayPal. Kích chuột vào biểu tượng ⚙️ ở góc trên bên phải cửa sổ. Kích vào nút ACCOUNT (Tài khoản) ở gần đầu cửa sổ. Kéo chuột xuống và kích vào Close (Đóng). Thực hiện theo yêu cầu trên màn hình. Chọn lý do bạn đóng tài khoản và kích vào nút Continue (Tiếp tục). Sau đó kích chuột vào Close Account (Đóng tài khoản).
seahorse-01120,repetition,Yes,1,reference,vi,wiki_lingua_vietnamese_vi,art-4820f470,wiki_lingua_vietnamese_vi-val-1312,Truy cập vào trang web https://www.paypal.com bằng trình duyệt. Đăng nhập vào PayPal. Kích chuột vào biểu tượng ⚙️ ở góc trên bên phải cửa sổ. Kích vào nút ACCOUNT (Tài khoản) ở gần đầu cửa sổ. Kéo chuột xuống và kích vào Close (Đóng). Thực hiện theo yêu cầu trên màn hình. Chọn lý do bạn đóng tài khoản và kích vào nút Continue (Tiếp tục). Sau đó kích chuột vào Close Account (Đóng tài khoản).
seahorse-01121,grammar,Yes,1,reference,vi,wiki_lingua_vietnamese_vi,art-4820f470,wiki_lingua_vietnamese_vi-val-1312,Truy cập vào trang web https://www.paypal.com bằng trình duyệt. Đăng nhập vào PayPal. Kích chuột vào biểu tượng ⚙️ ở góc trên bên phải cửa sổ. Kích vào nút ACCOUNT (Tài khoản) ở gần đầu cửa sổ. Kéo chuột xuống và kích vào Close (Đóng). Thực hiện theo yêu cầu trên màn hình. Chọn lý do bạn đóng tài khoản và kích vào nút Continue (Tiếp tục). Sau đó kích chuột vào Close Account (Đóng tài khoản).
seahorse-01122,attribution,No,0,reference,vi,wiki_lingua_vietnamese_vi,art-4820f470,wiki_lingua_vietnamese_vi-val-1312,Truy cập vào trang web https://www.paypal.com bằng trình duyệt. Đăng nhập vào PayPal. Kích chuột vào biểu tượng ⚙️ ở góc trên bên phải cửa sổ. Kích vào nút ACCOUNT (Tài khoản) ở gần đầu cửa sổ. Kéo chuột xuống và kích vào Close (Đóng). Thực hiện theo yêu cầu trên màn hình. Chọn lý do bạn đóng tài khoản và kích vào nút Continue (Tiếp tục). Sau đó kích chuột vào Close Account (Đóng tài khoản).
seahorse-01123,main_ideas,No,0,reference,vi,wiki_lingua_vietnamese_vi,art-4820f470,wiki_lingua_vietnamese_vi-val-1312,Truy cập vào trang web https://www.paypal.com bằng trình duyệt. Đăng nhập vào PayPal. Kích chuột vào biểu tượng ⚙️ ở góc trên bên phải cửa sổ. Kích vào nút ACCOUNT (Tài khoản) ở gần đầu cửa sổ. Kéo chuột xuống và kích vào Close (Đóng). Thực hiện theo yêu cầu trên màn hình. Chọn lý do bạn đóng tài khoản và kích vào nút Continue (Tiếp tục). Sau đó kích chuột vào Close Account (Đóng tài khoản).
seahorse-01124,conciseness,No,0,reference,vi,wiki_lingua_vietnamese_vi,art-4820f470,wiki_lingua_vietnamese_vi-val-1312,Truy cập vào trang web https://www.paypal.com bằng trình duyệt. Đăng nhập vào PayPal. Kích chuột vào biểu tượng ⚙️ ở góc trên bên phải cửa sổ. Kích vào nút ACCOUNT (Tài khoản) ở gần đầu cửa sổ. Kéo chuột xuống và kích vào Close (Đóng). Thực hiện theo yêu cầu trên màn hình. Chọn lý do bạn đóng tài khoản và kích vào nút Continue (Tiếp tục). Sau đó kích chuột vào Close Account (Đóng tài khoản).
